cob,xij1991,xij2001,xij2011,label,w1991q,w2001q,w2011q
France,0.31448039262400534,0.29127177936594895,0.45039839782960966,01ANFR,0.2696907609472531,0.266031522480938,0.3869984972527629
France,0.23347786725115546,0.36083665041395746,0.2799393753153254,01ANFS,0.2661511547965067,0.22134241997522044,0.15758046544398835
France,0.23347786725115546,0.24274107312466786,0.2025218452208114,01ANFT,0.22871301281745843,0.2644508570259846,0.2689549116204607
France,0.3383046647924906,0.38159086863801883,0.32305738519521815,01ANFU,0.3135274217372659,0.2503068127122864,0.1827394802779413
France,0.1953590317815791,0.30039221784182496,0.18893232024128276,01ANFW,0.22315401597814516,0.24935157349413037,0.1766411890327705
France,0.1334159241435174,0.16209733991401293,0.1350480417221851,01ANFX,0.2706437318339925,0.24961585517008084,0.20579195253193494
France,0.2668318482870348,0.23251631277410703,0.15526835224927946,01ANFY,0.2534902558726831,0.22736465555926716,0.20190869665270347
France,0.22871301281745843,0.27708735329250295,0.5041649579410306,01APFA,0.3466431600514604,0.35284172374270684,0.47738618575765335
France,0.6337256396817077,0.5227827734925128,0.5370915470114151,01APFB,0.6289607852480107,0.5599954714171715,0.5789303383564325
France,0.4478963167675228,0.2916673823409729,0.24547070717750716,01APFC,0.5122218516224329,0.4198432864881352,0.3504287585689363
France,0.21918330395006436,0.282155912686338,0.3713290891504583,01APFD,0.36292307936659196,0.3540941967092678,0.4355615472132257
France,0.35259922809358174,0.37136088222499625,0.6422279316657598,01APFE,0.2801734407013866,0.3021031316828593,0.43287377832991913
France,0.25730213941964075,0.24753471552519993,0.2451204128555589,01APFF,0.5733708168548783,0.45633618155191114,0.3429519105566179
France,0.17629961404679087,0.18987533667133238,0.25552053928471435,01APFG,0.33909880719810676,0.3574438483624322,0.3641323886908041
France,0.2525372849859437,0.21572837493251124,0.18420942187356795,01APFH,0.26492590651355596,0.24199561184738708,0.24778402709885183
France,0.38118835469576406,0.18491199052314874,0.2673826066258297,01APFJ,0.2916090913422595,0.2240527640450124,0.26617179810564456
France,0.4860151522370991,0.5916506634470678,0.5984326517144243,01APFK,0.49316243388764475,0.3806001053569631,0.4398006725606805
France,0.5336636965740696,0.35197181597317356,0.3079381375434705,01APFL,0.7819655553967271,0.6500909269734707,0.591719363286255
France,1.0863868108829275,0.8339768781052822,0.8466950955978613,01APFM,0.5803592700243009,0.5478258297416918,0.49644972908704643
France,0.471720588936008,0.30810172678521097,0.3592634121247899,01APFN,0.3151610861145335,0.3007148016541016,0.3455673374900821
France,0.20488874064897317,0.2375336749780598,0.1824121229173846,01APFP,0.25349025587268315,0.25214368954028227,0.2644776269020099
France,0.28112641158812596,0.33310229689054516,0.3083695818590411,01APFQ,0.2887501786820413,0.18708218451725395,0.2080815043055216
